Dataset	Bait	Gene	IsInteractor	Chr	PosStart	PosEnd
COMBINED	COMBINED	MANBA	FALSE	4	103552660	103682151
COMBINED	COMBINED	MICU1	FALSE	10	74127098	74385899
COMBINED	COMBINED	GALNT15	FALSE	3	16216156	16273499
COMBINED	COMBINED	ARPC4	FALSE	3	9834179	9849410
COMBINED	COMBINED	CDON	FALSE	11	125825691	125933230
COMBINED	COMBINED	HCK	FALSE	20	30639991	30689659
COMBINED	COMBINED	NKX2-5	FALSE	5	172659112	172662360
COMBINED	COMBINED	LZIC	FALSE	1	9982173	10003465
COMBINED	COMBINED	HCN4	FALSE	15	73612200	73661605
COMBINED	COMBINED	EIF5A	FALSE	17	7210318	7215774
COMBINED	COMBINED	MTA1	FALSE	14	105886159	105937066
COMBINED	COMBINED	LRGUK	FALSE	7	133812052	133949343
COMBINED	COMBINED	MTRF1	FALSE	13	41790505	41837742
COMBINED	COMBINED	ZNF549	FALSE	19	58038693	58068910
COMBINED	COMBINED	LYSMD1	FALSE	1	151132224	151138424
COMBINED	COMBINED	ANK1	FALSE	8	41510739	41754280
COMBINED	COMBINED	TRIOBP	FALSE	22	38093011	38172563
COMBINED	COMBINED	LMOD2	FALSE	7	123295861	123304344
COMBINED	COMBINED	MFAP1	FALSE	15	44096690	44117000
COMBINED	COMBINED	CCDC65	FALSE	12	49297893	49325623
COMBINED	COMBINED	SEC61B	FALSE	9	101984346	101992897
COMBINED	COMBINED	RPS27L	FALSE	15	63418071	63450220
COMBINED	COMBINED	IDH2	FALSE	15	90626277	90645736
COMBINED	COMBINED	KRT6C	FALSE	12	52862300	52867569
COMBINED	COMBINED	ZNF746	FALSE	7	149169885	149194908
COMBINED	COMBINED	NCBP3	FALSE	17	3705452	3749540
COMBINED	COMBINED	HSPH1	FALSE	13	31710762	31736525
COMBINED	COMBINED	MYH3	FALSE	17	10531843	10560626
COMBINED	COMBINED	EIF3J	FALSE	15	44829255	44855227
COMBINED	COMBINED	TRMT5	FALSE	14	61438169	61448076
COMBINED	COMBINED	PLIN2	FALSE	9	19108373	19149288
COMBINED	COMBINED	TRPC5	FALSE	X	111017543	111326004
COMBINED	COMBINED	STKLD1	FALSE	9	136243117	136271220
COMBINED	COMBINED	TLN1	FALSE	9	35696945	35732392
COMBINED	COMBINED	DIP2B	FALSE	12	50898768	51142450
COMBINED	COMBINED	CNN3	FALSE	1	95362507	95392834
COMBINED	COMBINED	HSPD1	FALSE	2	198351305	198381461
COMBINED	COMBINED	POU5F2	FALSE	5	93070508	93077343
COMBINED	COMBINED	MED24	FALSE	17	38175350	38217468
COMBINED	COMBINED	PRC1	FALSE	15	91509270	91538859
COMBINED	COMBINED	RAE1	FALSE	20	55926066	55954267
COMBINED	COMBINED	IARS1	FALSE	9	94972489	95056038
COMBINED	COMBINED	PLEKHH2	FALSE	2	43864412	43995126
COMBINED	COMBINED	HIST3H3	FALSE	1	228612546	228613026
COMBINED	COMBINED	RIPK1	FALSE	6	3064225	3115421
COMBINED	COMBINED	DGKI	FALSE	7	137065783	137531838
COMBINED	COMBINED	NSF	FALSE	17	44668035	44834830
COMBINED	COMBINED	SBSN	FALSE	19	36014269	36019253
COMBINED	COMBINED	PCDHA8	FALSE	5	140220907	140391929
COMBINED	COMBINED	LSM14B	FALSE	20	60697517	60710434
COMBINED	COMBINED	CALML4	FALSE	15	68483043	68498417
COMBINED	COMBINED	TMC2	FALSE	20	2517253	2622430
COMBINED	COMBINED	ATP6V1C1	FALSE	8	104033291	104085279
COMBINED	COMBINED	UCHL1	FALSE	4	41258430	41270472
COMBINED	COMBINED	GRSF1	FALSE	4	71681499	71705662
COMBINED	COMBINED	MYCBPAP	FALSE	17	48585745	48608862
COMBINED	COMBINED	CASS4	FALSE	20	54987168	55034396
COMBINED	COMBINED	C2CD6	FALSE	2	202352144	202483901
COMBINED	COMBINED	NTM	FALSE	11	131240373	132206716
COMBINED	COMBINED	WASF1	FALSE	6	110421022	110501207
COMBINED	COMBINED	GLUD1	FALSE	10	88810243	88854623
COMBINED	COMBINED	ALYREF	FALSE	17	79845713	79849462
COMBINED	COMBINED	AGTPBP1	FALSE	9	88161455	88356944
COMBINED	COMBINED	FIBP	FALSE	11	65651212	65656010
COMBINED	COMBINED	AKAP9	FALSE	7	91570181	91739987
COMBINED	COMBINED	RPS10	FALSE	6	34385231	34393902
COMBINED	COMBINED	NHSL2	FALSE	X	71130938	71363424
COMBINED	COMBINED	SHANK2	FALSE	11	70313961	70963623
COMBINED	COMBINED	HIST2H3A	FALSE	1	149824181	149825836
COMBINED	COMBINED	KRT33A	FALSE	17	39502344	39507064
COMBINED	COMBINED	THSD7A	FALSE	7	11409984	11871824
COMBINED	COMBINED	WDR92	FALSE	2	68350068	68384692
COMBINED	COMBINED	RGPD8	FALSE	2	113127669	113192065
COMBINED	COMBINED	RBFOX2	FALSE	22	36134783	36424473
COMBINED	COMBINED	KRT27	FALSE	17	38933060	38938786
COMBINED	COMBINED	ANKRD35	FALSE	1	146552975	146572260
COMBINED	COMBINED	WDR12	FALSE	2	203739505	203879521
COMBINED	COMBINED	MNDA	FALSE	1	158801107	158819296
COMBINED	COMBINED	MPO	FALSE	17	56347217	56358296
COMBINED	COMBINED	BRD9	FALSE	5	850406	892939
COMBINED	COMBINED	CTSB	FALSE	8	11700033	11726957
COMBINED	COMBINED	LANCL1	FALSE	2	211295973	211342376
COMBINED	COMBINED	KHSRP	FALSE	19	6413359	6424805
COMBINED	COMBINED	RAN	FALSE	12	131356424	131362223
COMBINED	COMBINED	CSNK2A2	FALSE	16	58191811	58231824
COMBINED	COMBINED	PRMT9	FALSE	4	148558936	148605314
COMBINED	COMBINED	MED7	FALSE	5	156564423	156586030
COMBINED	COMBINED	HIST1H3A	FALSE	6	26020718	26021186
COMBINED	COMBINED	SREK1	FALSE	5	65435799	65479443
COMBINED	COMBINED	U2AF1L4	FALSE	19	36233365	36236346
COMBINED	COMBINED	GRB7	FALSE	17	37894180	37903544
COMBINED	COMBINED	HMGB1	FALSE	13	31032884	31191734
COMBINED	COMBINED	FAM208A	FALSE	3	56654161	56717265
COMBINED	COMBINED	PKP4	FALSE	2	159313476	159539391
COMBINED	COMBINED	COL9A2	FALSE	1	40766159	40783488
COMBINED	COMBINED	CCT4	FALSE	2	62095224	62115939
COMBINED	COMBINED	MTMR1	FALSE	X	149774684	149846825
COMBINED	COMBINED	S100A7	FALSE	1	153430220	153433177
COMBINED	COMBINED	FNBP1L	FALSE	1	93913688	94020218
COMBINED	COMBINED	CTPS1	FALSE	1	41445007	41478235
COMBINED	COMBINED	ARHGEF7	FALSE	13	111766906	111958084
COMBINED	COMBINED	ACTN4	FALSE	19	39138289	39222223
COMBINED	COMBINED	ZFP90	FALSE	16	68563993	68609975
COMBINED	COMBINED	SCAF4	FALSE	21	33043346	33104388
COMBINED	COMBINED	DUSP14	FALSE	17	35849937	35873603
COMBINED	COMBINED	PYGB	FALSE	20	25228705	25278650
COMBINED	COMBINED	VPS36	FALSE	13	52986737	53024763
COMBINED	COMBINED	GH2	FALSE	17	61957578	61959295
COMBINED	COMBINED	UQCRC2	FALSE	16	21963981	21994981
COMBINED	COMBINED	ANKLE2	FALSE	12	133302254	133338474
COMBINED	COMBINED	EIF2S2	FALSE	20	32676104	32700138
COMBINED	COMBINED	KRT31	FALSE	17	39557276	39561144
COMBINED	COMBINED	EIF1AY	FALSE	Y	22737611	22755040
COMBINED	COMBINED	ATG5	FALSE	6	106632351	106773666
COMBINED	COMBINED	CDC5L	FALSE	6	44355262	44418163
COMBINED	COMBINED	ZNFX1	FALSE	20	47854483	47894963
COMBINED	COMBINED	EIF4G3	FALSE	1	21132963	21503377
COMBINED	COMBINED	ZCCHC8	FALSE	12	122957417	122985518
COMBINED	COMBINED	NRAS	FALSE	1	115247090	115259515
COMBINED	COMBINED	ZNF891	FALSE	12	133694740	133707059
COMBINED	COMBINED	YIPF1	FALSE	1	54317392	54356407
COMBINED	COMBINED	INTS5	FALSE	11	62414320	62420774
COMBINED	COMBINED	PRSS3	FALSE	9	33750515	33799230
COMBINED	COMBINED	COPS3	FALSE	17	17150141	17184607
COMBINED	COMBINED	ZNF615	FALSE	19	52494585	52511483
COMBINED	COMBINED	MRPS12	FALSE	19	39421188	39423802
COMBINED	COMBINED	CCDC69	FALSE	5	150560613	150603706
COMBINED	COMBINED	NAMPT	FALSE	7	105888731	105926772
COMBINED	COMBINED	CAMK2G	FALSE	10	75572259	75634343
COMBINED	COMBINED	ASNA1	FALSE	19	12847953	12859137
COMBINED	COMBINED	LY75	FALSE	2	160628362	160761260
COMBINED	COMBINED	AMER2	FALSE	13	25735822	25746426
COMBINED	COMBINED	SNRPA	FALSE	19	41256542	41271294
COMBINED	COMBINED	GPR89B	FALSE	1	148614808	148679936
COMBINED	COMBINED	ABCA13	FALSE	7	48211055	48687092
COMBINED	COMBINED	ICK	FALSE	6	52866077	52926600
COMBINED	COMBINED	SLIRP	FALSE	14	78174414	78227447
COMBINED	COMBINED	GTDC1	FALSE	2	144695635	145090135
COMBINED	COMBINED	NOLC1	FALSE	10	103911933	103923627
COMBINED	COMBINED	ANO2	FALSE	12	5641035	6055398
COMBINED	COMBINED	EIF2B1	FALSE	12	124104953	124118313
COMBINED	COMBINED	FGL2	FALSE	7	76822688	76829143
COMBINED	COMBINED	TMEM35A	FALSE	X	100333868	100351356
COMBINED	COMBINED	LIN7C	FALSE	11	27516123	27528320
COMBINED	COMBINED	QDPR	FALSE	4	17461884	17513857
COMBINED	COMBINED	ACAT2	FALSE	6	160181360	160200144
COMBINED	COMBINED	LRRN2	FALSE	1	204586298	204654861
COMBINED	COMBINED	FCF1	FALSE	14	75179847	75203394
COMBINED	COMBINED	CERT	FALSE	5	74652170	74807963
COMBINED	COMBINED	PTPRB	FALSE	12	70910630	71031220
COMBINED	COMBINED	CDK20	FALSE	9	90581356	90589668
COMBINED	COMBINED	CARS	FALSE	11	3022152	3078843
COMBINED	COMBINED	WRB	FALSE	21	40752170	40800454
COMBINED	COMBINED	EXD2	FALSE	14	69658228	69709075
COMBINED	COMBINED	CRBN	FALSE	3	3190676	3221394
COMBINED	COMBINED	MAPK1	FALSE	22	22108789	22221970
COMBINED	COMBINED	UCKL1	FALSE	20	62571186	62587769
COMBINED	COMBINED	SFXN1	FALSE	5	174904065	174956745
COMBINED	COMBINED	DMXL2	FALSE	15	51739908	51915030
COMBINED	COMBINED	RDH11	FALSE	14	68143518	68162531
COMBINED	COMBINED	SNRNP40	FALSE	1	31732417	31769662
COMBINED	COMBINED	CCT6A	FALSE	7	56119323	56131682
COMBINED	COMBINED	EPB41L1	FALSE	20	34679426	34820721
COMBINED	COMBINED	RBM17	FALSE	10	6130950	6159420
COMBINED	COMBINED	APIP	FALSE	11	34874641	34938046
COMBINED	COMBINED	AIM2	FALSE	1	159032274	159116886
COMBINED	COMBINED	OXSR1	FALSE	3	38206580	38296979
COMBINED	COMBINED	S100A10	FALSE	1	151955391	151966866
COMBINED	COMBINED	EWSR1	FALSE	22	29663998	29696515
COMBINED	COMBINED	CFAP46	FALSE	10	134621896	134756327
COMBINED	COMBINED	HBA2	FALSE	16	222846	223709
COMBINED	COMBINED	SIRPB1	FALSE	20	1544167	1600707
COMBINED	COMBINED	PIWIL4	FALSE	11	94277006	94354587
COMBINED	COMBINED	NCAN	FALSE	19	19322782	19363042
COMBINED	COMBINED	TSR3	FALSE	16	1399241	1401912
COMBINED	COMBINED	CASP3	FALSE	4	185548850	185570663
COMBINED	COMBINED	ABHD1	FALSE	2	27346682	27353680
COMBINED	COMBINED	HIVEP2	FALSE	6	143072604	143266338
COMBINED	COMBINED	AHNAK	FALSE	11	62201016	62323707
COMBINED	COMBINED	SYN2	FALSE	3	12045876	12232900
COMBINED	COMBINED	FAM91A1	FALSE	8	124780696	124827692
COMBINED	COMBINED	GDAP1L1	FALSE	20	42875887	42909013
COMBINED	COMBINED	IGKV4-1	FALSE	2	89184913	89185669
COMBINED	COMBINED	ANKRD28	FALSE	3	15708743	15901278
COMBINED	COMBINED	PRPF40A	FALSE	2	153508107	153574511
COMBINED	COMBINED	AHCY	FALSE	20	32868074	32899608
COMBINED	COMBINED	SMG1	FALSE	16	18816175	18937776
COMBINED	COMBINED	RBM8A	FALSE	1	145507598	145513536
COMBINED	COMBINED	LSM10	FALSE	1	36856839	36863493
COMBINED	COMBINED	EQTN	FALSE	9	27284656	27297137
COMBINED	COMBINED	SYT4	FALSE	18	40847843	40857615
COMBINED	COMBINED	NARS2	FALSE	11	78147007	78285919
COMBINED	COMBINED	EPHB2	FALSE	1	23037332	23241818
COMBINED	COMBINED	IGLV8-61	FALSE	22	22453110	22453622
COMBINED	COMBINED	NCOA6	FALSE	20	33284722	33413452
COMBINED	COMBINED	KLHL20	FALSE	1	173684080	173755840
COMBINED	COMBINED	EPM2A	FALSE	6	145822719	146057160
COMBINED	COMBINED	SCIN	FALSE	7	12610203	12693228
COMBINED	COMBINED	RPS23	FALSE	5	81569177	81574396
COMBINED	COMBINED	TENM1	FALSE	X	123509753	124097666
COMBINED	COMBINED	IFT20	FALSE	17	26655352	26662515
COMBINED	COMBINED	CNTN5	FALSE	11	98891683	100229616
COMBINED	COMBINED	ABCA4	FALSE	1	94458393	94586688
COMBINED	COMBINED	PLEKHG2	FALSE	19	39903225	39919054
COMBINED	COMBINED	AFDN	FALSE	6	168227602	168372703
COMBINED	COMBINED	AHSG	FALSE	3	186330712	186339107
COMBINED	COMBINED	CNTLN	FALSE	9	17134980	17503921
COMBINED	COMBINED	SPDYA	FALSE	2	29005383	29073477
COMBINED	COMBINED	RPS26	FALSE	12	56435637	56438116
COMBINED	COMBINED	HMGCR	FALSE	5	74632154	74657929
COMBINED	COMBINED	RNMT	FALSE	18	13726659	13764557
COMBINED	COMBINED	ROCK1	FALSE	18	18526867	18691812
COMBINED	COMBINED	TNFAIP8L1	FALSE	19	4639530	4655580
COMBINED	COMBINED	LRP6	FALSE	12	12268959	12419946
COMBINED	COMBINED	CCAR1	FALSE	10	70480769	70552134
COMBINED	COMBINED	ATAT1	FALSE	6	30584468	30604447
COMBINED	COMBINED	GIT1	FALSE	17	27900487	27921072
COMBINED	COMBINED	RYR3	FALSE	15	33603163	34158303
COMBINED	COMBINED	SECISBP2	FALSE	9	91933421	91974557
COMBINED	COMBINED	PRDX4	FALSE	X	23682379	23704516
COMBINED	COMBINED	PREX2	FALSE	8	68864353	69149265
COMBINED	COMBINED	GLUL	FALSE	1	182350839	182361341
COMBINED	COMBINED	PPP4R3B	FALSE	2	55774428	55846015
COMBINED	COMBINED	KCNN4	FALSE	19	44270685	44285409
COMBINED	COMBINED	MRPL55	FALSE	1	228294380	228297013
COMBINED	COMBINED	SORCS2	FALSE	4	7194265	7744554
COMBINED	COMBINED	MRPL30	FALSE	2	99797542	99814089
COMBINED	COMBINED	NAV2	FALSE	11	19372271	20143144
COMBINED	COMBINED	IVL	FALSE	1	152881021	152884362
COMBINED	COMBINED	NRXN2	FALSE	11	64373646	64490660
COMBINED	COMBINED	ZFC3H1	FALSE	12	72003252	72061505
COMBINED	COMBINED	KRT6B	FALSE	12	52840435	52845910
COMBINED	COMBINED	DSC2	FALSE	18	28645940	28682378
COMBINED	COMBINED	FRMD7	FALSE	X	131211021	131262048
COMBINED	COMBINED	PHYKPL	FALSE	5	177635498	177659792
COMBINED	COMBINED	NUP214	FALSE	9	134000948	134110057
COMBINED	COMBINED	PPP1R2C	FALSE	X	42636617	42637414
COMBINED	COMBINED	VPS13A	FALSE	9	79792269	80036457
COMBINED	COMBINED	TTLL12	FALSE	22	43562628	43583139
COMBINED	COMBINED	ISY1	FALSE	3	128846258	128880136
COMBINED	COMBINED	GNB2	FALSE	7	100271154	100276797
COMBINED	COMBINED	NOL4L	FALSE	20	31030862	31172876
COMBINED	COMBINED	SEMA4F	FALSE	2	74881355	74909186
COMBINED	COMBINED	AUP1	FALSE	2	74753772	74757066
COMBINED	COMBINED	KALRN	FALSE	3	123798870	124445172
COMBINED	COMBINED	CSNK1A1	FALSE	5	148871760	148931007
COMBINED	COMBINED	RPL29	FALSE	3	52027616	52029958
COMBINED	COMBINED	ADCK1	FALSE	14	78266426	78401355
COMBINED	COMBINED	LRRC37B	FALSE	17	30334891	30380523
COMBINED	COMBINED	COX6C	FALSE	8	100885428	100906290
COMBINED	COMBINED	RBM44	FALSE	2	238707032	238751451
COMBINED	COMBINED	DNAJC11	FALSE	1	6694228	6761984
COMBINED	COMBINED	CDC42BPG	FALSE	11	64590859	64612041
COMBINED	COMBINED	KRT77	FALSE	12	53083410	53097247
COMBINED	COMBINED	GNA11	FALSE	19	3094408	3124002
COMBINED	COMBINED	ATP7B	FALSE	13	52506809	52585630
COMBINED	COMBINED	ABI2	FALSE	2	204192942	204312446
COMBINED	COMBINED	EPN2	FALSE	17	19118928	19240028
COMBINED	COMBINED	OXNAD1	FALSE	3	16306706	16391806
COMBINED	COMBINED	PDE4C	FALSE	19	18318771	18366229
COMBINED	COMBINED	CBX6	FALSE	22	39257455	39268319
COMBINED	COMBINED	APTX	FALSE	9	32972604	33025166
COMBINED	COMBINED	VPS39	FALSE	15	42450899	42500514
COMBINED	COMBINED	IGDCC4	FALSE	15	65673802	65715410
COMBINED	COMBINED	ABCD3	FALSE	1	94883933	94984222
COMBINED	COMBINED	TUBGCP2	FALSE	10	135093135	135125841
COMBINED	COMBINED	GRIN1	FALSE	9	140032842	140063207
COMBINED	COMBINED	DCTN2	FALSE	12	57923885	57941114
COMBINED	COMBINED	NIT2	FALSE	3	100053545	100075710
COMBINED	COMBINED	ZNF468	FALSE	19	53341261	53360902
COMBINED	COMBINED	PPP1R12C	FALSE	19	55602281	55628927
COMBINED	COMBINED	PTCD3	FALSE	2	86333305	86369280
COMBINED	COMBINED	NDUFS1	FALSE	2	206979541	207024327
COMBINED	COMBINED	SLC27A4	FALSE	9	131102925	131123749
COMBINED	COMBINED	WDR45B	FALSE	17	80572438	80606429
COMBINED	COMBINED	TOMM20	FALSE	1	235272651	235292251
COMBINED	COMBINED	ORC2	FALSE	2	201773696	201828403
COMBINED	COMBINED	PPP1R9B	FALSE	17	48211104	48227991
COMBINED	COMBINED	VEZF1	FALSE	17	56048910	56065620
COMBINED	COMBINED	NUMBL	FALSE	19	41172596	41196877
COMBINED	COMBINED	USP34	FALSE	2	61414598	61697904
COMBINED	COMBINED	CUL1	FALSE	7	148395006	148498128
COMBINED	COMBINED	PSD	FALSE	10	104162376	104181296
COMBINED	COMBINED	CRY1	FALSE	12	107385142	107487607
COMBINED	COMBINED	LRRFIP1	FALSE	2	238536219	238722325
COMBINED	COMBINED	SETSIP	FALSE	1	92540090	92540968
COMBINED	COMBINED	SLCO2A1	FALSE	3	133651540	133771028
COMBINED	COMBINED	GPC2	FALSE	7	99767229	99774995
COMBINED	COMBINED	MAP3K4	FALSE	6	161412759	161538417
COMBINED	COMBINED	H1-5	FALSE	6	27834627	27835307
COMBINED	COMBINED	OR4N5	FALSE	14	20611895	20612821
COMBINED	COMBINED	GGH	FALSE	8	63927638	63951730
COMBINED	COMBINED	FLNB	FALSE	3	57994127	58157982
COMBINED	COMBINED	KRT8	FALSE	12	53290977	53343738
COMBINED	COMBINED	FBXO16	FALSE	8	28205804	28347835
COMBINED	COMBINED	ACOT9	FALSE	X	23720370	23784592
COMBINED	COMBINED	THOC5	FALSE	22	29901868	29951205
COMBINED	COMBINED	PRKAR2B	FALSE	7	106685094	106802256
COMBINED	COMBINED	NIPSNAP1	FALSE	22	29950797	29977326
COMBINED	COMBINED	MLYCD	FALSE	16	83932731	83949787
COMBINED	COMBINED	DIMT1	FALSE	5	61683081	61699766
COMBINED	COMBINED	ZNF300	FALSE	5	150273954	150284545
COMBINED	COMBINED	KLHL2	FALSE	4	166128770	166244308
COMBINED	COMBINED	SHBG	FALSE	17	7517382	7536700
COMBINED	COMBINED	PDP2	FALSE	16	66912492	66929657
COMBINED	COMBINED	S100A14	FALSE	1	153586731	153589462
COMBINED	COMBINED	S100A6	FALSE	1	153507075	153508720
COMBINED	COMBINED	ST8SIA1	FALSE	12	22216707	22589975
COMBINED	COMBINED	FAM161B	FALSE	14	74398204	74417117
COMBINED	COMBINED	NOL12	FALSE	22	38077680	38170137
COMBINED	COMBINED	FAM166A	FALSE	9	140138036	140142222
COMBINED	COMBINED	TET1	FALSE	10	70320413	70454239
COMBINED	COMBINED	PPP2CA	FALSE	5	133530025	133561833
COMBINED	COMBINED	BCL11A	FALSE	2	60678302	60780702
COMBINED	COMBINED	LETM1	FALSE	4	1813206	1857974
COMBINED	COMBINED	EML5	FALSE	14	89078775	89259096
COMBINED	COMBINED	DIRAS1	FALSE	19	2714565	2721416
COMBINED	COMBINED	RAB7A	FALSE	3	128444965	128533639
COMBINED	COMBINED	UBE2C	FALSE	20	44441215	44445596
COMBINED	COMBINED	TUBAL3	FALSE	10	5435061	5446793
COMBINED	COMBINED	PASK	FALSE	2	242045514	242089679
COMBINED	COMBINED	RABEP1	FALSE	17	5185558	5289129
COMBINED	COMBINED	TCEA1	FALSE	8	54879112	54935089
COMBINED	COMBINED	CTSC	FALSE	11	88026760	88070955
COMBINED	COMBINED	DHX57	FALSE	2	39024871	39103075
COMBINED	COMBINED	FHOD3	FALSE	18	33877677	34360018
COMBINED	COMBINED	RPA2	FALSE	1	28218035	28241257
COMBINED	COMBINED	ZBTB45	FALSE	19	59024897	59050278
COMBINED	COMBINED	FBXO41	FALSE	2	73481810	73511559
COMBINED	COMBINED	PPIB	FALSE	15	64448011	64455404
COMBINED	COMBINED	PLCG2	FALSE	16	81772702	81991899
COMBINED	COMBINED	ZNF665	FALSE	19	53662466	53696639
COMBINED	COMBINED	MTX2	FALSE	2	177134123	177202753
COMBINED	COMBINED	BICD2	FALSE	9	95473645	95527094
COMBINED	COMBINED	TTYH3	FALSE	7	2671585	2704436
COMBINED	COMBINED	RFWD3	FALSE	16	74655292	74700779
COMBINED	COMBINED	RPL17	FALSE	18	47014851	47018906
COMBINED	COMBINED	CLSTN3	FALSE	12	7282294	7311541
COMBINED	COMBINED	C19orf53	FALSE	19	13884982	13889276
COMBINED	COMBINED	NPNT	FALSE	4	106815932	106925184
COMBINED	COMBINED	ANXA6	FALSE	5	150480273	150537443
COMBINED	COMBINED	TMEM131	FALSE	2	98372799	98612388
COMBINED	COMBINED	RAB3GAP2	FALSE	1	220321635	220445796
COMBINED	COMBINED	DSCAM	FALSE	21	41382926	42219065
COMBINED	COMBINED	COL4A2	FALSE	13	110958159	111165374
COMBINED	COMBINED	AP1B1	FALSE	22	29723669	29819168
COMBINED	COMBINED	PICALM	FALSE	11	85668727	85780924
COMBINED	COMBINED	GDI2	FALSE	10	5807186	5884095
COMBINED	COMBINED	TGM3	FALSE	20	2276647	2321724
COMBINED	COMBINED	MORF4L2	FALSE	X	102930424	102943086
COMBINED	COMBINED	UBE4A	FALSE	11	118230300	118269926
COMBINED	COMBINED	VPS33B	FALSE	15	91541646	91565833
COMBINED	COMBINED	CCDC177	FALSE	14	70037483	70038032
COMBINED	COMBINED	DERA	FALSE	12	16064106	16190220
COMBINED	COMBINED	OSBPL8	FALSE	12	76745577	76953589
COMBINED	COMBINED	EEF1A2	FALSE	20	62119366	62130505
COMBINED	COMBINED	SART1	FALSE	11	65729160	65747299
COMBINED	COMBINED	COPE	FALSE	19	19010323	19030206
COMBINED	COMBINED	LRBA	FALSE	4	151185594	151936879
COMBINED	COMBINED	PPP1CB	FALSE	2	28974506	29025806
COMBINED	COMBINED	MXRA5	FALSE	X	3226606	3264682
COMBINED	COMBINED	C5	FALSE	9	123714616	123812554
COMBINED	COMBINED	SNRPD2	FALSE	19	46190712	46195827
COMBINED	COMBINED	ARF3	FALSE	12	49329506	49351334
COMBINED	COMBINED	KRT32	FALSE	17	39616063	39623681
COMBINED	COMBINED	NDUFV2	FALSE	18	9102628	9134343
COMBINED	COMBINED	GRN	FALSE	17	42422614	42430470
COMBINED	COMBINED	SPATA31D1	FALSE	9	84603687	84610171
COMBINED	COMBINED	ATP5O	FALSE	21	35275757	35288284
COMBINED	COMBINED	RBM10	FALSE	X	47004304	47046248
COMBINED	COMBINED	HSBP1	FALSE	16	83841448	83853342
COMBINED	COMBINED	LGALS7	FALSE	19	39261611	39264132
COMBINED	COMBINED	RPS21	FALSE	20	60962172	60963576
COMBINED	COMBINED	N4BP2	FALSE	4	40058446	40159872
COMBINED	COMBINED	GLT8D1	FALSE	3	52728505	52740048
COMBINED	COMBINED	ANAPC10	FALSE	4	145888264	146019693
COMBINED	COMBINED	PCMT1	FALSE	6	150070579	150132556
COMBINED	COMBINED	LYAR	FALSE	4	4269428	4291896
COMBINED	COMBINED	TLX1	FALSE	10	102889257	102897545
COMBINED	COMBINED	ARMC3	FALSE	10	23216953	23326518
COMBINED	COMBINED	RBM26	FALSE	13	79885962	79980612
COMBINED	COMBINED	CYP2B6	FALSE	19	41497204	41524303
COMBINED	COMBINED	LNPEP	FALSE	5	96271098	96373219
COMBINED	COMBINED	POGZ	FALSE	1	151375200	151431941
COMBINED	COMBINED	CALR	FALSE	19	13049392	13055303
COMBINED	COMBINED	PCDH8	FALSE	13	53418109	53422775
COMBINED	COMBINED	TAOK2	FALSE	16	29984962	30003582
COMBINED	COMBINED	RPL38	FALSE	17	72199721	72206794
COMBINED	COMBINED	B9D1	FALSE	17	19240867	19281495
COMBINED	COMBINED	GARS	FALSE	7	30634297	30673649
COMBINED	COMBINED	MARS	FALSE	12	57869228	57911352
COMBINED	COMBINED	FYN	FALSE	6	111981535	112194655
COMBINED	COMBINED	FNBP4	FALSE	11	47738072	47788995
COMBINED	COMBINED	RPS6	FALSE	9	19375713	19380252
COMBINED	COMBINED	EEF1G	FALSE	11	62327073	62342401
COMBINED	COMBINED	ZC3H13	FALSE	13	46528600	46626894
COMBINED	COMBINED	CDK5	FALSE	7	150750899	150755617
COMBINED	COMBINED	DNA2	FALSE	10	70173821	70231879
COMBINED	COMBINED	PHF20	FALSE	20	34359896	34538303
COMBINED	COMBINED	ZGRF1	FALSE	4	113460489	113558151
COMBINED	COMBINED	MSH6	FALSE	2	47922669	48037240
COMBINED	COMBINED	ABCA3	FALSE	16	2325882	2390747
COMBINED	COMBINED	TMSB4X	FALSE	X	12993227	12995346
COMBINED	COMBINED	FRMD8P1	FALSE	X	64770778	64772301
COMBINED	COMBINED	LSM14A	FALSE	19	34663409	34720420
COMBINED	COMBINED	CGN	FALSE	1	151482986	151511168
COMBINED	COMBINED	LMNB1	FALSE	5	126112315	126172712
COMBINED	COMBINED	LRRC30	FALSE	18	7231123	7232045
COMBINED	COMBINED	GNL3	FALSE	3	52715172	52728508
COMBINED	COMBINED	NHP2	FALSE	5	177576461	177580968
COMBINED	COMBINED	TTC13	FALSE	1	231041989	231114621
COMBINED	COMBINED	AGBL3	FALSE	7	134671259	134832715
COMBINED	COMBINED	ACAT1	FALSE	11	107992243	108018503
COMBINED	COMBINED	MRPS31	FALSE	13	41303432	41345309
COMBINED	COMBINED	RPS6KC1	FALSE	1	213224589	213448116
COMBINED	COMBINED	FAR1	FALSE	11	13690217	13753893
COMBINED	COMBINED	TRAF7	FALSE	16	2205699	2228130
COMBINED	COMBINED	CALML3	FALSE	10	5566924	5568225
COMBINED	COMBINED	SLC25A52	FALSE	18	29339525	29340843
COMBINED	COMBINED	KRT78	FALSE	12	53231588	53242876
COMBINED	COMBINED	CC2D2B	FALSE	10	97733786	97792441
COMBINED	COMBINED	NOVA2	FALSE	19	46436992	46476804
COMBINED	COMBINED	KLHDC10	FALSE	7	129710350	129775560
COMBINED	COMBINED	RPTN	FALSE	1	152126071	152131704
COMBINED	COMBINED	MED23	FALSE	6	131895106	131949369
