Gene	d0	d21	d51
RPS10	2.06644205435441	0.152516604633157	-0.703314086456806
MOCS1	3.04570657385862	2.13583450805766	2.02269485397942
HIST1H2BJ	5.71100056089522	1.09830378390007	0.357656400232966
MED20	5.3311781500415	3.52819369769826	3.48179376638239
TBCC	3.94639865332955	4.18828817352936	4.31216191400948
MAD2L1BP	2.44773610123087	2.03854717515386	2.29452825475781
KLHDC3	5.82680627436381	5.18935652771684	5.05918959959558
GNMT	-1.93683218137034	-1.57315461291403	-1.15149093251387
MEA1	5.5389625531403	4.39382737608035	5.07997990509119
KLHL31	0.698989796725469	0.229133763214586	1.09538419312855
COL21A1	3.18948213189243	-2.21226023018057	-2.43350741505326
CDKN1A	3.41110213088939	0.54368734618083	4.37243009677935
SOX4	7.44541035328831	7.73700036305321	6.41078745553814
GLO1	6.72881917783499	5.00867367542059	5.79426297558435
CPNE5	-1.55844309923771	-0.0785451883021657	0.624793624427144
RREB1	6.94392632012706	0.712368377602762	2.24850175411527
SSR1	7.76018151138726	7.72032771859259	7.77235746485191
RIOK1	5.62874905861316	5.63242302577253	5.61818032180567
NRN1	-1.10735121844389	5.95195687715405	6.77426661724425
SLC35B3	4.27417888615523	5.08007186610627	4.85808505907511
RPP40	2.45175499543957	1.57581348046833	2.08681209193027
ATXN1	4.42066093374707	7.06006497936159	6.80357107475495
NUP153	7.85853020603767	6.4537424284813	6.31306898964864
DEK	9.3095427194895	6.71819148952604	6.35517775434768
EEF1E1	3.63248499766403	2.72043112717408	2.55510398786694
RUNX2	-0.601036012035662	-2.04268429879116	-1.72404136427415
OPN5	-3.0747533144917	0.626797648612558	-0.704333197134766
LRRFIP1	7.18664368062953	6.08724643042317	5.97076351014211
AC105760.3	1.37037434689801	0.618637792563634	1.04912018973963
RAB17	2.25247878837503	-2.36050474580155	-2.72755030010102
CXCL6	0.881855266900226	-2.75218505866831	-3.07475331449171
MYRF	1.63193783504875	-0.192932680218013	1.38028313752881
AHNAK	6.12854572787802	-0.4027893292832	0.275959226513851
EMC3	4.07455762032661	4.8673807686837	5.1007137563201
SSUH2	-0.78050950298184	-2.75693286748131	-3.07475331449171
CNOT1	9.19694046498615	7.16041287989393	6.94439815127867
LRRC29	-2.81461404377933	-0.418891858244723	-0.052297084704641
BBS2	3.96587158350971	5.24694126331614	5.1899517289759
MT1G	1.20635822708874	-3.0747533144917	-3.07475331449171
MT2A	1.01302180071212	-3.0747533144917	-2.78071042944395
C16orf70	3.55868817044078	3.24756598608308	3.34143611573598
GOT2	7.12806147592564	6.02522962538379	6.51000477216684
DOK4	3.16933261433142	4.8334486783563	5.01295572639153
CLYBL	2.08340160299211	0.506542342390459	1.03487192003247
TMTC4	5.61596889816402	6.01990219383965	6.29613639683184
RAP2A	5.83282777734401	5.9335473992017	5.83026300546668
ABCC4	4.07381959489476	2.71169932364759	4.0274958225167
EFNB2	5.13933955208102	7.29258719533654	6.94530981544129
SOX21	2.09047807843664	-3.0747533144917	-2.72755030010102
TM9SF2	6.9882893009536	6.7641573971109	6.71644305916742
C17orf53	3.3253229332679	-0.163569861880522	-1.15149093251387
IRF1	1.76599686780817	0.896288761195292	1.75792703574012
UPF3B	6.04347795470245	5.90889135793179	5.67730362995314
RNF113A	2.37109674451969	2.15775432823682	2.99649479758422
SEPT6	5.41065215873085	7.09957760828036	6.70874013442694
TMEM255A	-2.39224794035475	4.55017526253046	3.53170914904432
NDUFA1	2.28406522949437	2.81027521063285	3.23195970256853
ATP5S	4.54505955640372	5.47588660766568	5.25922983871698
BMP4	1.34954666707452	-2.53008067719096	-2.27915216821501
FAM193A	5.8323527633667	6.1664816502716	5.83850882143132
GRK4	0.780325204998164	4.40123412535426	3.81438990761125
SOX9	3.05208761581442	-2.43436461165791	-3.07475331449171
TEKT3	-0.242781937069902	-1.68778101468884	-0.602818291897655
MYH2	-0.496598224858033	-3.0747533144917	-3.07475331449171
HS3ST3B1	2.40388569264009	3.16000961015184	3.1522650160306
SLC25A35	0.85341188904698	-0.886657350466371	0.0511576565399498
MRPS7	3.50926435074807	2.00946004036271	2.48706640465869
GGA3	5.03760389606434	4.18666468982467	4.5177988876536
ARMC7	2.04558410842981	2.26116421541891	2.07049186886939
NUP85	4.68204420054348	3.36423387371758	3.16688190635985
SLC25A19	2.14420087517838	0.672482096833044	0.706064190290936
MIF4GD	2.54731501618567	2.37126158353632	2.36872180950394
NT5C	3.29478325473903	1.62835573596598	2.19464099534513
MSTO1	2.04638177568329	2.07922820588794	1.6837049385291
C1orf61	1.803698496032	-1.65455212313007	-0.963917895559006
TTF1	5.39603822899541	4.2845659398761	4.50629840352879
GTF3C4	6.54198733300679	5.76531837433037	5.44754795745576
DDX31	5.18899036946638	4.23042204765963	3.90505970413044
PPP1R12C	4.50397773697342	3.64952843789955	3.59627417946104
MBOAT7	4.23489887878843	3.99586149385892	4.66386952438431
OPRL1	-0.601036012035662	1.87411379495157	2.42745286507496
SLC2A4RG	2.78460500229545	1.56578100048285	2.27083021103051
C20orf195	0.00897697377957279	-1.16644106505438	0.58220544879212
PPDPF	3.65270174884421	4.12241156386973	5.31228442501933
PLGLB2	-0.144320886202375	1.97389241275977	0.711656787044239
CHCHD5	0.603632943615324	0.743367647260657	0.201993782210469
INSIG2	3.31404006682765	5.14123885293316	5.37021274734258
POLR1B	6.17317224618099	4.79739245199535	4.90819948250391
CCDC93	5.6009045421728	6.32846262452015	6.02595265594702
PSD4	-0.261898997309039	-0.255156470042318	1.17091915774767
SLC25A23	4.60507638607618	4.51836013959203	5.01603995980284
PSPN	-0.316782674274475	1.58529650483988	0.94296751997497
GTF2F1	5.40873896598488	5.27366326660078	5.89840700585666
ALKBH7	2.25697467483096	1.97099506130958	2.24850175411527
CLPP	3.42240811796533	3.0936531527696	3.57382014476565
TNFSF9	-0.472282528050849	-1.30469416136058	0.384525543779398
GRIA3	-0.406528258178891	4.43823533181524	4.37005376348487
THOC2	7.45146420988337	7.11839532927929	7.0565424636566
MED1	6.96626695524131	6.13774653873111	6.05434101625197
RPL23	7.37082744376147	5.70624749104925	6.10900398788316
ATG4C	4.41779548816855	2.37003516673411	3.18535893901335
C3	3.27161917386141	-2.21450242026355	-2.31809532209487
SH2D3A	3.53163462007718	-2.36880069182022	-2.20010965390391
TRIP10	5.78813073757386	1.22611050202126	2.554731119646
GPR108	3.09627378697083	0.554782800803782	1.32270917312788
FOSB	0.780949576550126	-2.53008067719096	-1.38108749911226
OPA3	3.23377818001249	3.3689374129383	3.41472246546245
SNRPD2	5.01949057543672	3.27308844527423	3.63541555929054
RTN2	2.80747888787996	4.93872135151103	4.86464488904216
EML2	2.4049594567934	2.13420109536901	3.9949260778709
VASP	5.91077350758687	2.36698984631822	3.24222239744567
SYMPK	5.48754990597202	4.85286095253383	4.91338336363074
GPCPD1	4.23992508961052	6.06726110492825	6.11949904736911
SDCBP2	-1.03370231079443	-0.4027893292832	0.595655636174037
PANK2	6.24083562356925	5.56169779634347	5.49095830438739
GNRH2	-2.38216236143241	-0.778686160940493	-1.99181135287891
GZF1	3.82387661062051	4.52453892722727	4.83336207051901
NAPB	4.23999961033593	7.69493824229949	8.04077113091541
CENPB	5.33436874017048	5.00795729854944	5.48151258119414
PSMF1	4.87756650959737	5.54968143139427	5.56692348966392
DTD1	4.7938405977921	5.08502296592525	5.48088969388172
RBCK1	4.24464505383222	3.56023877717228	3.32878821721313
TMX4	4.48635948433396	8.31545212773099	9.14711136030805
STK35	5.55757270646056	4.53168818217376	4.02043569077891
SNRPB	5.37867075625829	2.67602268379315	2.88134935837129
NRSN2	2.23462521482214	4.75184456048144	4.92063333675321
AP5S1	-0.0261449584849861	2.13124290844136	1.76760370293958
RRBP1	6.79322558531081	4.12233349340408	4.02130295588272
BMP2	1.42226361973705	0.773089459911725	1.48564003828655
ZNF133	3.41696884298921	4.13669660999572	3.8019238082388
FLRT3	-0.909619492582782	2.39451355320806	2.71336801422533
OVOL2	2.32106898266871	-3.0747533144917	-3.07475331449171
PCSK2	-0.552969336004372	6.87321117349004	6.21059198567949
MKKS	5.69460727290477	5.28093706585785	5.45885887378569
BFSP1	1.63419242900002	1.20549729409672	1.46655323154865
DSTN	7.42317853013159	8.00179005382226	8.22735041981819
SNRPB2	6.36136697841649	5.94686732961297	6.08290600446343
MGME1	5.50908433603848	2.36398384892428	2.5162348059567
TBC1D20	3.77857076706596	4.56619621914785	4.26990684876462
ITPA	2.86036077660212	1.83077461941057	1.92831237176334
TCF15	0.468453684070851	-0.654506087116417	-0.824967729132994
MCM8	7.03095328577266	4.48758226681006	4.42626256567468
TMEM74B	-0.0710935198740907	2.12511168508656	1.87094215133288
FAM110A	1.98077172467672	1.04393378444174	0.817043693737098
MRPS26	3.85803723593487	2.97061008131713	3.26591320828461
NCLN	5.27335576814237	3.0368100194267	3.03921668254143
CITED1	-1.0842246801073	-0.231380687501007	0.350360487442184
HNRNPR	8.10169067307265	8.00319972663831	7.66426044110559
ZNF436	0.914745813228728	5.36109868892334	5.3430744243023
MAX	4.43823397475114	5.33385860059875	5.06189499107933
ARMCX5	3.4103638480934	3.9008285751202	4.09247353762404
MMP24	2.09369733424655	5.55003882477787	5.775225770632
NECAB3	2.20404871696233	1.11792379745601	2.05515831073047
ID1	4.38642852807082	-1.30278810488503	3.67102096244172
RALY	6.51074986343984	6.15907532057557	5.79967202360011
DYNLRB1	3.95291586809922	4.89257350115987	5.33391548333991
EIF2S2	7.6126606791732	5.94907117348973	6.29370202339899
ERGIC3	5.15940354463793	4.64297015544152	4.99980861687235
ROMO1	3.45477115341425	1.87906478504266	2.84389115734356
CEP250	5.45383944311433	5.54448769071449	5.77973173438394
PLAGL2	5.045416943519	3.490571603485	3.4934751273678
MMP24-AS1	2.87813990010437	3.25448794898323	4.01935594353718
GRPR	1.01695038892297	-1.15114738638606	-1.40555146904576
KDM5C	6.35941513684568	5.98573166149458	6.24553302518012
AMOT	3.16188816612698	3.92650550443231	3.78654860000984
TMEM115	2.85516237882685	3.42247015199466	3.50775706457787
PSMB2	4.77117363157736	5.1234477573835	5.218637289049
AGO3	6.20122664433769	6.95887432049996	6.56883971665606
UROD	4.41211380856865	2.42158198528507	3.23104183496019
ST3GAL3	2.30125886526421	3.08873293417919	3.54869824578841
TMEM53	0.784136673202637	2.14640026826945	2.58604315575922
HECTD3	4.59452774578989	3.60730645797767	4.00563441519182
KLC1	5.01169243621545	4.5314023387012	4.44562578538584
XRCC3	3.83254168726944	0.907481228908093	0.22808875862725
TUBGCP3	5.91715446300969	5.24336036292433	5.21079509479757
MCF2L	4.24393815017001	6.14846066418861	5.85703149957747
PCID2	5.23219250414	4.4189858256015	4.0589974595592
LRFN3	2.71416215673992	4.04086446777461	4.11903158484364
CAPNS1	5.7702749249726	5.50462184386676	5.91343694862238
PDCD2L	2.49485913516382	1.81614418233097	1.83800797197164
RBM42	4.91929214070588	4.10486816291312	4.50094120649591
KIRREL2	0.803831826215406	2.98938427067079	3.10548766740569
UBA2	8.32895284913518	7.05047615537297	6.99854829904223
COX6B1	5.42439677294179	4.71034929340278	5.26655435904624
THRA	4.70334227861572	6.0731734808717	6.21151651442761
NR1D1	-0.0265271838876738	-0.86563504180757	0.312984058153187
FRMD8	2.66814901097258	1.17640562890712	0.5138663103483
PRDX5	3.6944765593154	3.72737053235317	4.50487245457834
BCL2L12	3.52995919854763	-1.82282210739679	-1.41107563093811
IRF3	3.76944946081799	1.21474804085746	1.28878394504628
PRMT1	7.48713958595307	5.61142231941433	5.81316853453193
RRAS	1.17398538333667	-1.57315461291403	-0.428273078422599
PRRG2	0.0789243488403872	-2.21450242026355	-2.78071042944395
SCAF1	6.44536110040593	6.07058242977526	6.47712819229743
PRR12	6.20281796467941	5.42362423902209	5.40906293924025
FLRT1	0.652885908816571	2.73132593696629	3.72502574809055
ASL	2.48378026028728	1.89462455511164	2.13281896821814
SBDS	4.98074093405989	5.87298029746764	6.36785695497552
STAT5A	2.15861946914121	1.09409386679271	2.56533063101813
WNK4	0.450717490123851	-2.75218505866831	-3.07475331449171
BECN1	5.57489716037478	5.30995795503758	5.37512034331762
PRKCG	2.99341856353945	-0.0806161596176087	1.13338164674935
TRAP1	6.317886906919	4.63705211149658	5.24570121088115
GLIS2	3.58552664017959	3.14784461551834	3.48006744174996
NSRP1	5.68683358706933	4.93454228243213	5.07942140594491
DNAJC8	6.87636128743187	6.07570172079368	6.40109974737989
AHDC1	4.26151578521343	4.78166916424493	5.22597935097524
IFI6	-0.80265871422448	0.452880183731339	3.69524972543045
DACH2	1.32797269177051	5.71536548733977	6.02134829656529
ZNF384	4.64780820180722	4.1820567867579	3.96759149041426
EMG1	3.53859497127879	2.33862623433861	2.75076842670336
UXT	2.82767545501362	1.69971463916194	2.06658256354485
CFP	-1.31608035331727	0.436303964086657	-1.49478169704974
ELK1	4.42829299494929	3.54237781305982	3.50789343770343
TIMM17B	2.42979102575406	2.48116204176334	2.85714503074049
PCNXL4	6.32102633234777	7.88200258187263	7.67526447111842
ATG14	4.78439684936557	4.61001405506054	4.6733007047265
KTN1	9.08522603951679	8.35052967559036	9.13620578394148
SIX1	0.427297275894995	6.97773880044442	7.10942124346818
DLGAP5	8.34208888785725	0.836033231929249	0.527291589529484
L3HYPDH	1.73527621832745	2.27938981288171	1.89649561527106
HSPA2	3.69615864978201	-1.26637681623815	0.487431834945499
ZBTB1	5.77821394972794	5.54132095123192	5.69035844292493
TRMT5	5.23853933076074	4.57956023343866	4.61944488712886
SGPP1	4.24122152567836	4.24170998872316	5.05260037633878
PLEKHG3	5.86042897949221	3.43733256270019	3.41384992085649
PZP	-0.991651943753775	-2.21450242026355	-2.43350741505326
RHOT1	5.94165560788156	6.01774090185757	6.3264497543835
WDR60	4.63265365252817	4.84775858497594	4.6848137756953
AIF1L	6.05221016724472	-0.63105330169961	-1.17317970956208
FAM78A	1.06369128743615	-0.057955288218646	-0.263587598745046
NUP214	6.56052219844952	5.81971387309397	5.81174709589946
SLC10A3	1.51904010287288	1.14792101481513	1.58065480124672
MAP2K2	5.89836112115428	5.50051701353356	5.63022503980298
HNRNPH2	5.24799921138705	5.69587802926048	6.08581529456682
ARMCX1	4.15466089203161	5.33261353854739	5.95234387548121
TMEM35	1.58329492520594	5.19082857752431	5.614859038144
TIMM8A	4.07704065597256	3.17956946826072	3.25520530474635
ZC4H2	4.74168687346928	5.86724739955789	5.48511235021093
CANX	9.86219665619326	9.24744924389016	9.82062086941301
CPSF3L	5.23782652757047	3.7704904397228	4.12073536552128
IPPK	3.89099707441722	3.53186657505953	3.08517968060684
ZNF484	5.30758570649612	5.98677992880561	6.18214171686559
FGD3	0.0416277419047119	-1.68778101468884	-1.22949425218895
HIVEP3	0.592582435220143	4.99347310099002	4.87477003535156
PPCS	4.01438492759965	4.45219136876179	4.99184135215017
BCL11B	4.49178856333077	4.50476708805121	0.973902150666158
COX7C	7.81949048101036	7.71302826977539	8.00431837838745
TRAF2	3.84667439853862	1.72137819292379	1.88236826010267
ABHD8	1.24101486997132	1.89055001436884	2.48816965773143
MASP1	1.2056393680907	-3.0747533144917	-2.57241212841894
ATP13A4	-1.75232926787098	2.48586826640914	1.41576205967265
HRASLS	0.62929607420437	1.33426304154354	1.05984589596394
HELB	5.7555154778138	5.02737822643146	4.58841307083761
RAP1B	6.61944631337179	6.38159599176751	6.35867361626518
RAB3IP	5.95767834142317	5.822594123071	6.05216866318815
PTPRB	4.88537317187524	2.80368726718132	0.275959226513851
DYRK2	6.14868329027659	6.58514733507686	6.24319736449416
YEATS4	5.63012161251145	4.59724356139239	4.41591200846164
TAS2R3	0.341696133820953	1.93822393028776	0.594076459894618
TAS2R4	1.99686707473252	3.48877626566098	2.08294678988138
TAS2R5	0.380504696253196	2.09474585220846	1.07307345782188
CRYGN	-0.349904465123836	-2.53707067608695	-2.31809532209487
IDUA	0.00221076868617341	0.0536830723320447	1.06846907793934
FGFRL1	5.81589506638479	-0.0031267164834568	-0.704333197134766
TMEM175	1.48607353051436	3.71300708578547	3.81959688475226
AUNIP	4.13301804398895	-1.15114738638606	-0.703314086456806
PIN1	4.03130868706934	4.75705205112224	4.96567612041757
FBXL12	3.15819257938397	3.08740819203281	2.89476367201658
EMC1	6.02578944863407	6.06818727014578	6.30415866150509
UBR4	8.78532853606631	8.14507964437988	8.29445867071368
HP1BP3	6.40742474577254	6.52361746281385	6.24291515649591
ADGRE2	1.73070424515637	-2.36050474580155	-2.43350741505326
SIN3B	5.5306861816237	5.42249312232787	5.28186155526285
SLC35E1	4.58482835073399	4.99575424341723	4.81190967746501
EPS15L1	5.08313818066519	5.15455606120988	5.18559918205667
OR7C1	-3.0747533144917	-0.952930143115541	-1.8157541360221
UQCR11	2.02900622656415	1.66600561365884	1.45161337430333
GFER	3.18251514798162	2.62002220347125	2.50220231642517
SYNGR3	2.50894903320313	3.96678678817108	4.35986789454617
PKMYT1	3.77647443032533	-0.653473598352683	-0.58947044913967
WFIKKN1	-0.291192377412665	0.461670229475809	-0.435602301058864
WDR24	2.62825777672229	1.18417155350699	1.92360695546648
FBXL16	3.43960367544774	6.41152059577637	6.76776199230355
CHTF18	4.50856133665031	1.33441060402623	1.13546131538893
TUBBP1	0.0367108949446903	-0.27887688145141	-0.185293102046821
MACF1	10.4627943550357	9.98210980965618	9.92840301457449
SMARCA4	9.09756160804108	8.8821944715102	8.77008243045278
KDM4B	5.38916067081341	6.17619492506621	5.64955786292737
TICAM1	-1.78172652982818	-2.75693286748131	-0.052297084704641
METTL25	2.58819158486821	2.60231605025711	1.58436342265384
EMC6	4.84458349952538	3.75630225117657	4.03237592313061
METTL16	5.4964934808642	3.63066819478287	3.73909579712287
TUBA4A	3.39277570155272	-0.0279866257335069	3.25852361937112
VIL1	0.28946904124923	-1.51820508329943	-1.67434745931619
AAMP	4.39157662578717	3.66497168373407	4.09248289637353
PNKD	2.49030475973657	2.13615211525181	2.76711258775459
TNFRSF19	-1.68305987503025	2.12527288440611	1.52312313506191
RNF6	4.79149695721302	5.22445716777919	5.77877066814641
ECHS1	5.55071905682809	4.88174344940309	5.08947244804521
ZNF835	0.352177181611958	0.652721198262597	0.834526668703852
AKAP9	7.99574099658476	9.67372441268214	9.39373952564105
GNG11	0.978781109950671	-3.0747533144917	-2.78071042944395
SHFM1	5.71121840417961	5.25623630783772	5.29011245307451
GNGT1	0.247536072956413	-2.75693286748131	-3.07475331449171
HIP1	7.56721248685994	7.53280026070059	7.56813721954052
PTPN12	8.02599617823113	7.1453455833915	6.76807906975248
POR	5.1333391464471	4.2741888460165	4.49752061396847
STYXL1	3.15751747649321	1.9002219381798	2.3187260377617
GNAI1	5.04064378884286	6.49614534308323	6.76176630179226
PMS2P3	3.20084272839785	3.47163744605193	3.12524583479795
PEX1	6.85269906505895	6.19666869748185	6.36058404205865
MTERF1	4.14553410196732	4.43849108652985	4.3370049784964
SGCE	3.8985714036541	4.12598536221692	3.86281659940924
RBM48	3.52753669120706	4.09980890938462	3.90328344245476
CASD1	5.50211263843682	7.22302740384753	6.86861531274434
ZNF780B	4.96494244126429	5.926280459618	5.31678269275947
LRFN1	1.14707303762557	3.44118213431206	3.75479095933927
ZFP36	1.44985043497036	-1.65455212313007	0.742713382993749
SRD5A3	5.66349059984548	3.64482627386297	4.42240604865459
RASL11B	4.77312382730368	3.45427360379012	2.83828960102919
PAICS	8.86032955351759	5.23976390011499	5.71874529354095
KDR	6.47021034691783	-1.23968835264204	-1.08808757548304
PPAT	6.75134515358551	4.73340635226825	5.35096661462486
TUBGCP6	3.93197790941748	3.75501527220873	3.50656175002219
ADM2	2.21188843905886	-1.51820508329943	0.87883740556295
DGCR6L	3.53985893862311	2.95304292369943	2.8872360428136
DGCR8	5.20731385351457	4.42070860364854	3.99465510700225
ASPHD2	2.00012468885776	3.93929790406508	4.02858506216788
SDF2L1	2.31267124187026	0.19200172832608	0.955564108426977
GAL3ST1	1.17558670504143	-2.43436461165791	-0.723452823895884
YWHAH	6.74215023952892	7.91509773847422	8.23094527822595
RFPL1	-3.0747533144917	-1.38732121188292	-1.29322315814228
RFPL2	-1.78172652982818	-0.0857718801048618	0.621636195401064
C22orf24	-2.20146072796322	-0.700823949435259	-1.05500168784375
GNAZ	4.33083707747141	7.46552014492508	7.57578616615922
MGAT3	3.30206231295482	4.98680310719739	5.00546893495693
ADORA2A	-1.66147978750616	-0.718348403007581	-1.26290947739393
ATF4	6.96542969542038	6.11642656313694	6.00957602596958
A4GALT	3.11653217446292	4.47581561982849	4.83214584693655
CDC42EP1	2.4028505959812	-2.53707067608695	-0.363928290434753
MCHR1	-0.729009806575022	0.523963107567815	3.95549912401741
TPST2	4.77962715275035	4.11933765093737	4.18685867106345
BAIAP2L2	0.0776795889294523	-0.305715032610977	-0.779419323094835
MPST	3.92325048921887	2.38541771376778	1.91640226852106
TST	1.2826877293434	-0.952930143115541	-1.08808757548304
APOL2	2.56246407831034	2.71903714408408	4.79151574208172
RAC2	-0.0787904161531154	-2.75693286748131	-2.72755030010102
LIF	1.43734847864024	-2.75218505866831	-1.39473806337939
C22orf23	-1.67549992530491	-1.68562024211033	-0.723452823895884
APOBEC3F	1.03102620709126	-2.75693286748131	-0.824967729132994
RIBC2	-0.268034032543367	-2.75218505866831	-2.78071042944395
EMC4	5.10229512613891	4.52907054601686	4.90541692538539
RNF112	-0.580819257652685	0.152347816884703	0.816029555004423
SPECC1	7.32990830692982	5.89877968114943	5.79432723908786
DOCK4	6.18388629260986	6.59600244751056	5.39618029233372
POT1	5.31047543474704	4.9089279735877	5.00714602960615
ATP6V1F	4.74451804004434	5.23808211006643	6.09696029438627
LSM8	4.49877198797784	4.3220906766325	4.03530077336241
CDHR3	3.69611258303194	4.26208081529127	3.28900506178819
PRKRIP1	3.2838867659779	3.32072621936761	3.33777534557433
VGF	3.90634875103036	8.47881369378439	10.3053652226725
PODXL	10.3480306290102	4.62857960976717	4.12991522537453
FOXP2	0.183870380714333	1.52133388085111	1.46942159663925
STRIP2	3.66139618525625	3.20088142800289	2.28842361093905
IFT22	3.0596573571593	3.93988674665309	4.2106585843667
MKLN1	6.72525447154078	6.44496518432727	6.6858949791565
DNAJB9	3.34647712199232	5.39736935777319	5.60374613427363
FLNC	5.66013905086754	0.710800799730628	3.32429082624784
LRRC4	4.06154557059119	4.08704302748067	3.26570735825022
CALU	8.07799393373657	6.16577110472176	6.12363365055611
CCDC136	5.60533727154353	6.21940479838748	6.53767078688015
SMO	5.67817612342671	0.573415288460653	0.561992862878556
IRF5	-1.20396239954046	-2.108073450663	0.623115120890838
LRRC17	0.296976674470754	0.277945929559476	-1.02171630570206
KLHDC10	4.7262963545899	6.4105453294421	6.52114837733825
NDUFA5	5.89642526484082	6.832095144179	7.13821307517859
FEZF1	2.35593269606844	-2.75218505866831	-3.07475331449171
MRPS12	2.76412515889989	0.825128516576274	1.70140524215269
MYO1B	6.96437522173118	7.74557106547768	7.08016230470545
HOXD1	-2.65238721106713	0.236102752318082	0.991630259290818
HOXD3	-3.0747533144917	-0.507718948088711	0.743684376381195
MTX2	3.79507595897183	4.49799620445389	4.44497593536135
PDE11A	-0.547089245870477	0.896288761195292	1.830079746529
CHN1	4.86836292105701	5.40780733380507	5.33605440812579
GAD1	-1.45221649471444	1.10357293924147	2.84078952526626
EIF2S2P4	3.99111622600743	2.19428686953045	2.6192948224195
OSGEPL1	3.06517363226226	2.94479268671207	3.0758465552429
ORMDL1	4.40313071089697	5.08237454226014	4.71085069069143
HAT1	6.06552702799982	3.86855883115187	4.35772228245633
HOXD9	-2.81461404377933	0.0634090495468036	2.47638844177569
HOXD10	-3.0747533144917	-1.60942559336026	-1.04997602727676
HERC2	7.86167255258871	7.64022095263415	7.55917994391264
SNRPN	3.96207030713121	3.74132532542938	3.491763378419
PSMG2	4.21275540723306	3.66124265043828	3.37409739855308
TWSG1	4.7904723648432	3.40798004681171	3.31920832047074
ARHGAP22	2.59956245960366	3.23476510394966	3.08669794578251
WDFY4	-3.0747533144917	0.146351177000674	0.843538241043826
EIF2AK4	7.40718404606291	5.28428289413046	5.61791851315513
MYO5C	6.17169539222239	0.907451598676942	0.607150411401874
CGNL1	7.90717310036012	1.21474804085746	1.48731403773542
TMOD2	4.52943091380541	9.40591318936497	9.43021420541593
TTBK2	5.90116726494656	7.72110039835431	7.78291220500042
C15orf57	3.26075446457385	4.59235504487614	4.72187776107864
INO80	5.92527889023544	5.08014693912197	4.92183911156868
ICE2	6.76702629465115	5.72117143970073	5.51327175230363
DLL4	-1.44069712910981	3.3500189049784	2.90772074605073
ALDH1A2	-1.7860965632987	-2.53707067608695	0.528415581026108
FAM63B	6.92597178296473	7.50962617269283	7.37287096887236
IVD	4.73004820133662	3.41312484692719	3.67946568470562
KNSTRN	5.98696529031335	4.86663612468694	4.47569013916328
DUT	5.80571969523419	4.4951289281503	4.62769829892205
CHAC1	2.62866145128891	1.48422292007747	2.12787630252598
CLN6	4.03648714292165	1.69597881094074	1.76760370293958
ARPP19	8.1343607178785	7.90265067067019	7.83733394855518
VPS13C	6.93355723724279	9.04672942350834	9.35871656397526
CALML4	4.0429061828125	1.5865132877686	1.53754471988937
ISLR	0.206738727047703	-3.0747533144917	-3.07475331449171
THAP10	1.64243375506924	2.55752009802024	3.09680304478134
LOXL1	2.32996975727655	1.4291009237707	2.63101578657344
ANAPC13	3.27042696899357	4.65724394235384	4.70995854843447
MBD4	5.52258382576641	4.52928864326576	4.6302311264942
COPB1	6.48502216048836	6.65097141820599	6.69570509015145
PSMA1	2.82860076122332	3.0777939666733	2.32700913078317
SUMF2	4.65004695582686	4.44269998697676	5.2139712977916
PALLD	5.58298156852698	5.56107952670987	6.05756362654255
SPCS3	6.91933641545669	7.04958944402771	7.43952339024928
SERGEF	2.71648579941122	3.80835985134645	3.51168336936918
KCNC1	-1.11728101244047	5.73971232417286	5.48709244399262
TPH1	-0.542581865649183	0.273474494425724	-1.58713284779492
E2F8	4.38138289558871	-2.21450242026355	-1.58713284779492
DCTD	4.50713634555698	3.61488085817484	4.20967593159441
SOX15	2.82763889432161	-1.00627010536146	0.102274829345928
FAM64A	4.91062798819107	-1.5173502578436	-1.8157541360221
RPAIN	4.91758951120787	5.28172104908362	4.90943027580531
USP6	-0.966881159043223	-1.90988539616618	-1.15149093251387
PLD2	4.42134937150329	1.10993095730796	1.09263044879163
TXNDC17	3.11754133744831	3.60152937588709	3.87405550321239
ATP1B2	4.08202817616527	4.52468283593423	4.89849797608329
FXR2	4.55337555485638	5.55332988192212	5.527729865572
KIF1C	6.44747564375273	4.15807356265557	3.72871575712426
MPDU1	3.4332682069565	2.40258150950012	2.48634563518722
PHF20L1	6.32502841066128	7.30962889944685	6.70397016773877
LRRC6	2.20278915217083	2.70021963854414	3.16406580557456
CCNT1	6.17809051110542	6.07309266071065	6.14048993646022
PUS7L	7.40556709830202	7.31858672796984	6.95814754131474
KRI1	4.34836526108657	2.32490235324029	2.89123425116106
ILF3	9.27551153617461	7.75735014587791	7.54374949456517
SLC44A2	6.09658809960245	4.57042876550464	6.2592388005425
AP1M2	4.53949253575292	-2.75218505866831	-3.07475331449171
CDKN2D	0.0435095506652753	5.39327582661286	5.97486386341459
MTUS1	4.89708082117316	3.74033112822451	5.19151903886751
KLK10	0.433998268316064	-1.65455212313007	-1.15338901555092
NGDN	4.05072183061829	2.81465090606791	3.4082110595073
RAB2B	3.80656919411969	5.59456718861508	5.79169703885173
BCL2L2	2.99200933522977	4.17825345593798	4.37484741447663
AJUBA	4.65433387427188	-1.16644106505438	-0.961000701843996
DTD2	4.84478119846783	4.97358023817529	4.85439196837578
PARP2	5.33722672246834	4.79530601742522	5.1099506698278
HEATR5A	4.48149767997281	2.49119588039754	2.87467670705647
SNX6	6.62288143240683	6.37618666416308	6.52001088934022
